texto,comando,resposta_item,opcoes
"Muitas bactérias podem crescer no ambiente aparentemente hostil sob geleiras, uma região anteriormente considerada livre de muita biologia. Esta descoberta por glaciologistas que trabalham na Suíça poderia ajudar a resolver alguns quebra-cabeças da última era glacial e apontar o caminho para encontrar vida em outros planetas. Bactérias com estilos de vida estranhos têm sido cada vez mais estudadas ultimamente, com a maioria das pesquisas focadas nas espécies que preferem casas quentes. O novo estudo muda a atenção para o outro lado do termômetro. O emocionante para a outra extremidade do termômetro . O emocionante é a ideia de empurrar a janela de ambientes bacterianos aceitáveis um pouco mais abertos. Os pesquisadores já haviam coletado um pequeno número de bactérias do gelo na Antártida e Groenlândia, mas não conseguiram determinar se essas eram bactérias ativas ou apenas células congeladas sopradas pelo vento. Em contraste, a terra sob dois glaciares suíços abriga grandes colônias de bactérias - centenas de milhões de células por grama - que parecem estar crescendo de células por grama – que parecem estar crescendo a 0degC. Os cientistas seguiram essas descobertas coletando amostras de gelo, água e terra em duas geleiras montanhosas. Eles descobriram que a terra sob as geleiras continha populações muito maiores de bactérias do que a superfície e a parte interna do gelo. Essas descobertas indicam que as bactérias estavam crescendo no fundo da geleira e não são algo lavado enquanto os cientistas perfuravam o gelo. Olhando para as bactérias sob um microscópio, as bactérias sob um microscópio, os pesquisadores descobriram que muitos estavam em processo de divisão, e saudáveis sob o gelo. As bactérias podem quebrar minerais e restos de plantas originalmente enterradas sob a geleira ou mais tarde lavadas pela água passando lentamente pelo gelo, dizem os cientistas. ""Algumas das suposições que fizemos no passado agora devem ser seriamente questionadas"", dizem os pesquisadores. ""Se as bactérias podem viver sob geleiras na Terra, por que não em outros planetas? O novo estudo aponta de muitas maneiras O novo estudo aponta de muitas maneiras que os fundos das geleiras são provavelmente ambientes muito bons do ponto de vista das bactérias. Então, talvez o fundo das camadas de gelo em outros planetas seria um lugar sensato para tentar se você estiver indo para olhar para a vida sobre eles "".",Qual dos seguintes fatos prova que as bactérias sob geleiras estão vivas?,C,"['A água passa lentamente pelo gelo.', 'Os exercícios usados pelos cientistas estão livres de bactérias.', 'Muitas das bactérias estão em processo de divisão.', 'A terra sob o glaciar contém mais bactérias.']"
"Muitas bactérias podem crescer no ambiente aparentemente hostil sob geleiras, uma região anteriormente considerada livre de muita biologia. Esta descoberta por glaciologistas que trabalham na Suíça poderia ajudar a resolver alguns quebra-cabeças da última era glacial e apontar o caminho para encontrar vida em outros planetas. Bactérias com estilos de vida estranhos têm sido cada vez mais estudadas ultimamente, com a maioria das pesquisas focadas nas espécies que preferem casas quentes. O novo estudo muda a atenção para o outro lado do termômetro. O emocionante para a outra extremidade do termômetro . O emocionante é a ideia de empurrar a janela de ambientes bacterianos aceitáveis um pouco mais abertos. Os pesquisadores já haviam coletado um pequeno número de bactérias do gelo na Antártida e Groenlândia, mas não conseguiram determinar se essas eram bactérias ativas ou apenas células congeladas sopradas pelo vento. Em contraste, a terra sob dois glaciares suíços abriga grandes colônias de bactérias - centenas de milhões de células por grama - que parecem estar crescendo de células por grama – que parecem estar crescendo a 0degC. Os cientistas seguiram essas descobertas coletando amostras de gelo, água e terra em duas geleiras montanhosas. Eles descobriram que a terra sob as geleiras continha populações muito maiores de bactérias do que a superfície e a parte interna do gelo. Essas descobertas indicam que as bactérias estavam crescendo no fundo da geleira e não são algo lavado enquanto os cientistas perfuravam o gelo. Olhando para as bactérias sob um microscópio, as bactérias sob um microscópio, os pesquisadores descobriram que muitos estavam em processo de divisão, e saudáveis sob o gelo. As bactérias podem quebrar minerais e restos de plantas originalmente enterradas sob a geleira ou mais tarde lavadas pela água passando lentamente pelo gelo, dizem os cientistas. ""Algumas das suposições que fizemos no passado agora devem ser seriamente questionadas"", dizem os pesquisadores. ""Se as bactérias podem viver sob geleiras na Terra, por que não em outros planetas? O novo estudo aponta de muitas maneiras O novo estudo aponta de muitas maneiras que os fundos das geleiras são provavelmente ambientes muito bons do ponto de vista das bactérias. Então, talvez o fundo das camadas de gelo em outros planetas seria um lugar sensato para tentar se você estiver indo para olhar para a vida sobre eles "".",A partir da passagem podemos aprender isso _.,C,"['As bactérias desaparecem na parte interna do gelo', 'As bactérias também devem estar vivas em outros planetas', 'As bactérias podem crescer em climas extremos', 'As bactérias crescem quebrando-se']"
"Muitas bactérias podem crescer no ambiente aparentemente hostil sob geleiras, uma região anteriormente considerada livre de muita biologia. Esta descoberta por glaciologistas que trabalham na Suíça poderia ajudar a resolver alguns quebra-cabeças da última era glacial e apontar o caminho para encontrar vida em outros planetas. Bactérias com estilos de vida estranhos têm sido cada vez mais estudadas ultimamente, com a maioria das pesquisas focadas nas espécies que preferem casas quentes. O novo estudo muda a atenção para o outro lado do termômetro. O emocionante para a outra extremidade do termômetro . O emocionante é a ideia de empurrar a janela de ambientes bacterianos aceitáveis um pouco mais abertos. Os pesquisadores já haviam coletado um pequeno número de bactérias do gelo na Antártida e Groenlândia, mas não conseguiram determinar se essas eram bactérias ativas ou apenas células congeladas sopradas pelo vento. Em contraste, a terra sob dois glaciares suíços abriga grandes colônias de bactérias - centenas de milhões de células por grama - que parecem estar crescendo de células por grama – que parecem estar crescendo a 0degC. Os cientistas seguiram essas descobertas coletando amostras de gelo, água e terra em duas geleiras montanhosas. Eles descobriram que a terra sob as geleiras continha populações muito maiores de bactérias do que a superfície e a parte interna do gelo. Essas descobertas indicam que as bactérias estavam crescendo no fundo da geleira e não são algo lavado enquanto os cientistas perfuravam o gelo. Olhando para as bactérias sob um microscópio, as bactérias sob um microscópio, os pesquisadores descobriram que muitos estavam em processo de divisão, e saudáveis sob o gelo. As bactérias podem quebrar minerais e restos de plantas originalmente enterradas sob a geleira ou mais tarde lavadas pela água passando lentamente pelo gelo, dizem os cientistas. ""Algumas das suposições que fizemos no passado agora devem ser seriamente questionadas"", dizem os pesquisadores. ""Se as bactérias podem viver sob geleiras na Terra, por que não em outros planetas? O novo estudo aponta de muitas maneiras O novo estudo aponta de muitas maneiras que os fundos das geleiras são provavelmente ambientes muito bons do ponto de vista das bactérias. Então, talvez o fundo das camadas de gelo em outros planetas seria um lugar sensato para tentar se você estiver indo para olhar para a vida sobre eles "".",A passagem é principalmente sobre a possibilidade da existência da vida _ .,D,"['sob o mar', 'em água quente', 'em outros planetas', 'Sob os glaciares']"
"A expressão ""Vá por isso!"" é uma maneira de incentivar alguém a tentar algo. ""Vá por isso!"" significa que você não deve se preocupar com o fracasso ou ter muito cuidado. Você deve ter uma chance, ser corajoso e agir com firmeza. ""Vá por isso!"" recebe nome do futebol. Não futebol como é jogado na maioria dos países, como Inglaterra, Egito ou Japão, mas o tipo de futebol jogado nos Estados Unidos e Canadá. Um dos momentos mais emocionantes no futebol depois de uma equipe falhou, depois de três tentativas, para mover a bola para a frente dez jardas. A equipe deve tomar uma decisão crítica. A escolha conservadora é chutar a bola e aceitar a derrota temporária, a fim de ganhar uma boa posição para sua equipe na próxima vez que ela recebe a bola. A escolha mais emocionante, no entanto, é tentar um quarto e último tempo para ganhar os jardas restantes necessários. Nos anos oitenta, as pessoas começaram a usar essa expressão em muitos tipos de situações para incentivar alguém a agir bravamente. Não há para agir bravamente. Não há garantia de que a ação que você ""Ir para ele!"" terá sucesso. Mas essa é a chance que você tem quando você decide ir para ele. Você colocar seus medos para trás. Você escolhe coragem sobre a segurança. Você prender a respiração e ir para ele.","A expressão ""Vá para ele!"" vem de _ .",D,"['Inglês football', 'Futebol egípcio', 'Futebol japonês', 'Futebol americano']"
"A expressão ""Vá por isso!"" é uma maneira de incentivar alguém a tentar algo. ""Vá por isso!"" significa que você não deve se preocupar com o fracasso ou ter muito cuidado. Você deve ter uma chance, ser corajoso e agir com firmeza. ""Vá por isso!"" recebe nome do futebol. Não futebol como é jogado na maioria dos países, como Inglaterra, Egito ou Japão, mas o tipo de futebol jogado nos Estados Unidos e Canadá. Um dos momentos mais emocionantes no futebol depois de uma equipe falhou, depois de três tentativas, para mover a bola para a frente dez jardas. A equipe deve tomar uma decisão crítica. A escolha conservadora é chutar a bola e aceitar a derrota temporária, a fim de ganhar uma boa posição para sua equipe na próxima vez que ela recebe a bola. A escolha mais emocionante, no entanto, é tentar um quarto e último tempo para ganhar os jardas restantes necessários. Nos anos oitenta, as pessoas começaram a usar essa expressão em muitos tipos de situações para incentivar alguém a agir bravamente. Não há para agir bravamente. Não há garantia de que a ação que você ""Ir para ele!"" terá sucesso. Mas essa é a chance que você tem quando você decide ir para ele. Você colocar seus medos para trás. Você escolhe coragem sobre a segurança. Você prender a respiração e ir para ele.","De acordo com a passagem, quando decidimos ir para ele, só consideramos _ .",B,"['segurança', 'Acção', 'resultado', 'Situação']"
"A expressão ""Vá por isso!"" é uma maneira de incentivar alguém a tentar algo. ""Vá por isso!"" significa que você não deve se preocupar com o fracasso ou ter muito cuidado. Você deve ter uma chance, ser corajoso e agir com firmeza. ""Vá por isso!"" recebe nome do futebol. Não futebol como é jogado na maioria dos países, como Inglaterra, Egito ou Japão, mas o tipo de futebol jogado nos Estados Unidos e Canadá. Um dos momentos mais emocionantes no futebol depois de uma equipe falhou, depois de três tentativas, para mover a bola para a frente dez jardas. A equipe deve tomar uma decisão crítica. A escolha conservadora é chutar a bola e aceitar a derrota temporária, a fim de ganhar uma boa posição para sua equipe na próxima vez que ela recebe a bola. A escolha mais emocionante, no entanto, é tentar um quarto e último tempo para ganhar os jardas restantes necessários. Nos anos oitenta, as pessoas começaram a usar essa expressão em muitos tipos de situações para incentivar alguém a agir bravamente. Não há para agir bravamente. Não há garantia de que a ação que você ""Ir para ele!"" terá sucesso. Mas essa é a chance que você tem quando você decide ir para ele. Você colocar seus medos para trás. Você escolhe coragem sobre a segurança. Você prender a respiração e ir para ele.",Em qual das seguintes situações devemos usar a expressão hoje em dia?,C,"['Nós decidimos evitar problemas ou perigos para o futuro.', 'Tentamos melhorar nosso inglês para uma melhor educação.', 'Precisamos tomar uma decisão rápida no último momento.', 'Temos que fazer uma escolha entre o sucesso e o fracasso.']"
"O verde é uma cor importante na natureza. É a cor da grama e das folhas nas árvores. É também a cor da maioria das plantas em crescimento. s vezes, a palavra ""verde"" significa jovem, fresco e crescente. Por exemplo, um greenhorn é alguém que não tem experiência. No século XV, um greenhorn era uma vaca jovem ou um boi cujos chifres ainda não haviam se desenvolvido. Um século depois, um greenhorn era um soldado que não tinha experiência na guerra. o significado que tem hoje - uma pessoa que é nova em um trabalho. Alguém que é bom em cultivar plantas é dito ter um polegar verde. A expressão vem do início do século 20. Uma pessoa com um polegar verde pode fazer as plantas crescerem rapidamente e bem. Verde também é a cor usada para descrever o sentimento poderoso, ciúme. O monstro de olhos verdes não é um animal perigoso do espaço sideral. É uma expressão usada há cerca de 400 anos pelo escritor britânico "" em sua peça ""Otelo"". Descreve a sensação desagradável quando alguém tem algo que ele quer. Por exemplo, um jovem pode sofrer do monstro de olhos verdes se você receber um aumento salarial e ele não. Na maioria dos lugares do mundo, uma luz verde significa seguir em frente. No discurso diário, uma luz verde significa concordar em continuar com um projeto.",Um greenhorn agora se refere a _ .,A,"['uma pessoa que é nova em um emprego', 'Um novo soldado.', 'um jovem cavalo', 'Uma vaca sem chifres']"
"O verde é uma cor importante na natureza. É a cor da grama e das folhas nas árvores. É também a cor da maioria das plantas em crescimento. s vezes, a palavra ""verde"" significa jovem, fresco e crescente. Por exemplo, um greenhorn é alguém que não tem experiência. No século XV, um greenhorn era uma vaca jovem ou um boi cujos chifres ainda não haviam se desenvolvido. Um século depois, um greenhorn era um soldado que não tinha experiência na guerra. o significado que tem hoje - uma pessoa que é nova em um trabalho. Alguém que é bom em cultivar plantas é dito ter um polegar verde. A expressão vem do início do século 20. Uma pessoa com um polegar verde pode fazer as plantas crescerem rapidamente e bem. Verde também é a cor usada para descrever o sentimento poderoso, ciúme. O monstro de olhos verdes não é um animal perigoso do espaço sideral. É uma expressão usada há cerca de 400 anos pelo escritor britânico "" em sua peça ""Otelo"". Descreve a sensação desagradável quando alguém tem algo que ele quer. Por exemplo, um jovem pode sofrer do monstro de olhos verdes se você receber um aumento salarial e ele não. Na maioria dos lugares do mundo, uma luz verde significa seguir em frente. No discurso diário, uma luz verde significa concordar em continuar com um projeto.",Uma pessoa com um polegar verde é uma pessoa _ .,A,"['Quem é bom em cultivar plantas', 'cujos polegares são de cor verde', 'cujo jardim é mais verde do que os outros', 'Quem é mais jovem que seus vizinhos']"
"O verde é uma cor importante na natureza. É a cor da grama e das folhas nas árvores. É também a cor da maioria das plantas em crescimento. s vezes, a palavra ""verde"" significa jovem, fresco e crescente. Por exemplo, um greenhorn é alguém que não tem experiência. No século XV, um greenhorn era uma vaca jovem ou um boi cujos chifres ainda não haviam se desenvolvido. Um século depois, um greenhorn era um soldado que não tinha experiência na guerra. o significado que tem hoje - uma pessoa que é nova em um trabalho. Alguém que é bom em cultivar plantas é dito ter um polegar verde. A expressão vem do início do século 20. Uma pessoa com um polegar verde pode fazer as plantas crescerem rapidamente e bem. Verde também é a cor usada para descrever o sentimento poderoso, ciúme. O monstro de olhos verdes não é um animal perigoso do espaço sideral. É uma expressão usada há cerca de 400 anos pelo escritor britânico "" em sua peça ""Otelo"". Descreve a sensação desagradável quando alguém tem algo que ele quer. Por exemplo, um jovem pode sofrer do monstro de olhos verdes se você receber um aumento salarial e ele não. Na maioria dos lugares do mundo, uma luz verde significa seguir em frente. No discurso diário, uma luz verde significa concordar em continuar com um projeto.",Um homem pode encontrar o monstro de olhos verdes se _ .,C,"['Ele vê um animal perigoso', 'Ele lê uma peça triste', 'seu amigo recebe um prêmio que ele quer', 'ele não pode obter algo']"
"O verde é uma cor importante na natureza. É a cor da grama e das folhas nas árvores. É também a cor da maioria das plantas em crescimento. s vezes, a palavra ""verde"" significa jovem, fresco e crescente. Por exemplo, um greenhorn é alguém que não tem experiência. No século XV, um greenhorn era uma vaca jovem ou um boi cujos chifres ainda não haviam se desenvolvido. Um século depois, um greenhorn era um soldado que não tinha experiência na guerra. o significado que tem hoje - uma pessoa que é nova em um trabalho. Alguém que é bom em cultivar plantas é dito ter um polegar verde. A expressão vem do início do século 20. Uma pessoa com um polegar verde pode fazer as plantas crescerem rapidamente e bem. Verde também é a cor usada para descrever o sentimento poderoso, ciúme. O monstro de olhos verdes não é um animal perigoso do espaço sideral. É uma expressão usada há cerca de 400 anos pelo escritor britânico "" em sua peça ""Otelo"". Descreve a sensação desagradável quando alguém tem algo que ele quer. Por exemplo, um jovem pode sofrer do monstro de olhos verdes se você receber um aumento salarial e ele não. Na maioria dos lugares do mundo, uma luz verde significa seguir em frente. No discurso diário, uma luz verde significa concordar em continuar com um projeto.",A ideia principal da passagem é _.,D,"['um greenhorn', 'um polegar verde', 'a Revolução Verde', 'A palavra “verde” e sua história']"
"""Sim, mas o que usávamos para fazer antes que houvesse televisão?"" Quantas vezes ouvimos declarações como essa! A televisão não esteve conosco por tanto tempo, mas já estamos começando a esquecer como era o mundo sem ele. Antes de admitirmos o ""monstro de um olho"" em nossas casas, nunca achamos difícil ocupar nosso tempo livre. Costumávamos desfrutar de prazeres civilizados. Por exemplo, costumávamos ter hobbies, entreter nossos amigos e entreter-nos. sair para as nossas diversões. Nós até costumavamos ler livros e ouvir música ocasionalmente. Agora todo o nosso tempo livre é regulado pela ""caixa de óculos"". Corremos para casa para as nossas refeições para estar a tempo para este ou aquele programa. Um sanduíche e um copo de cerveja vai fazer - qualquer coisa, desde que não interfira com o programa. O monstro exige e obtém silêncio e atenção. Se qualquer membro da família se atreve a abrir sua boca durante um programa de crescimento rápido. As gerações estão crescendo viciadas na televisão. A comida é deixada sem comida, a lição de casa desfeita e o sono perdido. A televisão é uma coisa universal que torna as pessoas calmas. Agora é prática padrão para a mãe manter as crianças quietas, colocando-as na sala de estar e ligando o set. Não importa o que as crianças assistirão - desde que estejam quietas. A televisão incentiva o prazer passivo. Ficamos satisfeitos com as experiências em segunda mão. É tão fácil sentar-se no braço É tão fácil sentar-se em nossas poltronas assistindo os outros trabalhando. Pouco a pouco, a televisão nos separa do mundo real. Ficamos tão preguiçosos, escolhemos passar um belo dia na semi-escuridão. A televisão pode ser um esplêndido meio de comunicação, mas nos impede de nos comunicarmos uns com os outros. Só nos tornamos conscientes de como a televisão totalmente irrelevante é viver real quando passamos umas férias à beira-mar ou nas montanhas. Em um ambiente tranquilo e natural, descobrimos rapidamente Descobre rapidamente o quão pouco sentimos falta da televisão do Rei.","Através da passagem, o escritor pretende nos dizer _ .",C,"['Como a televisão está prejudicando nossa saúde', 'Como ficar longe de assistir televisão', 'que a televisão está fazendo mal à nossa vida', 'Todos nós temos dificuldade de viver sem televisão']"
"""Sim, mas o que usávamos para fazer antes que houvesse televisão?"" Quantas vezes ouvimos declarações como essa! A televisão não esteve conosco por tanto tempo, mas já estamos começando a esquecer como era o mundo sem ele. Antes de admitirmos o ""monstro de um olho"" em nossas casas, nunca achamos difícil ocupar nosso tempo livre. Costumávamos desfrutar de prazeres civilizados. Por exemplo, costumávamos ter hobbies, entreter nossos amigos e entreter-nos. sair para as nossas diversões. Nós até costumavamos ler livros e ouvir música ocasionalmente. Agora todo o nosso tempo livre é regulado pela ""caixa de óculos"". Corremos para casa para as nossas refeições para estar a tempo para este ou aquele programa. Um sanduíche e um copo de cerveja vai fazer - qualquer coisa, desde que não interfira com o programa. O monstro exige e obtém silêncio e atenção. Se qualquer membro da família se atreve a abrir sua boca durante um programa de crescimento rápido. As gerações estão crescendo viciadas na televisão. A comida é deixada sem comida, a lição de casa desfeita e o sono perdido. A televisão é uma coisa universal que torna as pessoas calmas. Agora é prática padrão para a mãe manter as crianças quietas, colocando-as na sala de estar e ligando o set. Não importa o que as crianças assistirão - desde que estejam quietas. A televisão incentiva o prazer passivo. Ficamos satisfeitos com as experiências em segunda mão. É tão fácil sentar-se no braço É tão fácil sentar-se em nossas poltronas assistindo os outros trabalhando. Pouco a pouco, a televisão nos separa do mundo real. Ficamos tão preguiçosos, escolhemos passar um belo dia na semi-escuridão. A televisão pode ser um esplêndido meio de comunicação, mas nos impede de nos comunicarmos uns com os outros. Só nos tornamos conscientes de como a televisão totalmente irrelevante é viver real quando passamos umas férias à beira-mar ou nas montanhas. Em um ambiente tranquilo e natural, descobrimos rapidamente Descobre rapidamente o quão pouco sentimos falta da televisão do Rei.",Qual é a principal razão para os pais colocarem as crianças antes de um aparelho de televisão?,C,"['Para economizar mais tempo para o trabalho doméstico.', 'Para ajudá-los a dormir mais cedo.', 'Para mantê-los quietos.', 'Para ajudá-los a aprender mais conhecimento da televisão.']"
"""Sim, mas o que usávamos para fazer antes que houvesse televisão?"" Quantas vezes ouvimos declarações como essa! A televisão não esteve conosco por tanto tempo, mas já estamos começando a esquecer como era o mundo sem ele. Antes de admitirmos o ""monstro de um olho"" em nossas casas, nunca achamos difícil ocupar nosso tempo livre. Costumávamos desfrutar de prazeres civilizados. Por exemplo, costumávamos ter hobbies, entreter nossos amigos e entreter-nos. sair para as nossas diversões. Nós até costumavamos ler livros e ouvir música ocasionalmente. Agora todo o nosso tempo livre é regulado pela ""caixa de óculos"". Corremos para casa para as nossas refeições para estar a tempo para este ou aquele programa. Um sanduíche e um copo de cerveja vai fazer - qualquer coisa, desde que não interfira com o programa. O monstro exige e obtém silêncio e atenção. Se qualquer membro da família se atreve a abrir sua boca durante um programa de crescimento rápido. As gerações estão crescendo viciadas na televisão. A comida é deixada sem comida, a lição de casa desfeita e o sono perdido. A televisão é uma coisa universal que torna as pessoas calmas. Agora é prática padrão para a mãe manter as crianças quietas, colocando-as na sala de estar e ligando o set. Não importa o que as crianças assistirão - desde que estejam quietas. A televisão incentiva o prazer passivo. Ficamos satisfeitos com as experiências em segunda mão. É tão fácil sentar-se no braço É tão fácil sentar-se em nossas poltronas assistindo os outros trabalhando. Pouco a pouco, a televisão nos separa do mundo real. Ficamos tão preguiçosos, escolhemos passar um belo dia na semi-escuridão. A televisão pode ser um esplêndido meio de comunicação, mas nos impede de nos comunicarmos uns com os outros. Só nos tornamos conscientes de como a televisão totalmente irrelevante é viver real quando passamos umas férias à beira-mar ou nas montanhas. Em um ambiente tranquilo e natural, descobrimos rapidamente Descobre rapidamente o quão pouco sentimos falta da televisão do Rei.","Ao dizer ""nunca achamos difícil ocupar nosso tempo livre"", o escritor quer dizer _ .",A,"['A televisão ocupa muito do nosso tempo livre', 'é fácil para nós encontrar algum tempo livre para desfrutar da televisão', 'temos menos tempo livre depois que temos televisão', 'É difícil gastar nosso tempo livre sem uma televisão']"
"Eu terminei recentemente meu diploma universitário. O último projeto foi chamado ""Smile"". A classe foi convidada a sair para sorrir para três pessoas e documentar suas reações. Sou uma pessoa muito amigável e sempre sorrio para todos e dizer olá de qualquer maneira. Então, eu pensei que isso seria um pedaço de bolo. Meu marido, filho mais novo e eu fomos para o McDonald. Estávamos na fila quando, de repente, todos ao nosso redor começaram a recuar. Como eu me virei, odor Odor corporal horrível e viu dois pobres sem-teto homens de pé atrás de mim. Enquanto eu olhava para o pequeno cavalheiro de olhos azuis mais próximo de mim, ele estava ""sorrindo"". O segundo homem cambaleou com as mãos enquanto ele estava atrás de seu amigo. A jovem senhora no balcão perguntou-lhe o que eles queriam. Ele disse: ""Café é tudo, senhorita"", porque isso era tudo o que eles podiam pagar. Então eu realmente senti isso - eu abracei o pequeno com os olhos azuis. Eu sorri e pedi mais duas refeições de café da manhã e as dei aos homens. O cavalheiro de olhos azuis olhou para mim, com lágrimas nos olhos, e disse: ""Obrigado"". Quando sentei, meu marido sorriu para mim. Nós demos as mãos por um momento e, naquele momento, sabíamos que por causa da boa sorte que tinha sido dada. Eu não me virei no meu projeto. Meu professor disse: ""Eu posso?"" Ela começou a ler e foi quando eu soube que nós, como seres humanos, compartilhamos essa necessidade de curar pessoas e ser curados. Da minha própria maneira, eu tinha tocado as pessoas do McDonald's e todas as almas que ouviram a história na sala de aula. Mas, eu me formei com uma das maiores lições que eu aprenderia.",Por que as pessoas ao redor do autor no McDonald deram um passo atrás?,C,"['Porque eles foram muito educados com os dois homens.', 'Porque eles foram movidos pelos dois homens.', 'Porque os dois homens cheiraram terrível.', 'Porque os dois homens pareciam hostis.']"
"Eu terminei recentemente meu diploma universitário. O último projeto foi chamado ""Smile"". A classe foi convidada a sair para sorrir para três pessoas e documentar suas reações. Sou uma pessoa muito amigável e sempre sorrio para todos e dizer olá de qualquer maneira. Então, eu pensei que isso seria um pedaço de bolo. Meu marido, filho mais novo e eu fomos para o McDonald. Estávamos na fila quando, de repente, todos ao nosso redor começaram a recuar. Como eu me virei, odor Odor corporal horrível e viu dois pobres sem-teto homens de pé atrás de mim. Enquanto eu olhava para o pequeno cavalheiro de olhos azuis mais próximo de mim, ele estava ""sorrindo"". O segundo homem cambaleou com as mãos enquanto ele estava atrás de seu amigo. A jovem senhora no balcão perguntou-lhe o que eles queriam. Ele disse: ""Café é tudo, senhorita"", porque isso era tudo o que eles podiam pagar. Então eu realmente senti isso - eu abracei o pequeno com os olhos azuis. Eu sorri e pedi mais duas refeições de café da manhã e as dei aos homens. O cavalheiro de olhos azuis olhou para mim, com lágrimas nos olhos, e disse: ""Obrigado"". Quando sentei, meu marido sorriu para mim. Nós demos as mãos por um momento e, naquele momento, sabíamos que por causa da boa sorte que tinha sido dada. Eu não me virei no meu projeto. Meu professor disse: ""Eu posso?"" Ela começou a ler e foi quando eu soube que nós, como seres humanos, compartilhamos essa necessidade de curar pessoas e ser curados. Da minha própria maneira, eu tinha tocado as pessoas do McDonald's e todas as almas que ouviram a história na sala de aula. Mas, eu me formei com uma das maiores lições que eu aprenderia.",Por que os dois homens só compraram café?,A,"['Porque não tinham dinheiro suficiente.', 'Porque não sentiam fome.', 'Porque eles sabiam que os outros os ajudariam.', 'Porque eles foram desprezados.']"
"Eu terminei recentemente meu diploma universitário. O último projeto foi chamado ""Smile"". A classe foi convidada a sair para sorrir para três pessoas e documentar suas reações. Sou uma pessoa muito amigável e sempre sorrio para todos e dizer olá de qualquer maneira. Então, eu pensei que isso seria um pedaço de bolo. Meu marido, filho mais novo e eu fomos para o McDonald. Estávamos na fila quando, de repente, todos ao nosso redor começaram a recuar. Como eu me virei, odor Odor corporal horrível e viu dois pobres sem-teto homens de pé atrás de mim. Enquanto eu olhava para o pequeno cavalheiro de olhos azuis mais próximo de mim, ele estava ""sorrindo"". O segundo homem cambaleou com as mãos enquanto ele estava atrás de seu amigo. A jovem senhora no balcão perguntou-lhe o que eles queriam. Ele disse: ""Café é tudo, senhorita"", porque isso era tudo o que eles podiam pagar. Então eu realmente senti isso - eu abracei o pequeno com os olhos azuis. Eu sorri e pedi mais duas refeições de café da manhã e as dei aos homens. O cavalheiro de olhos azuis olhou para mim, com lágrimas nos olhos, e disse: ""Obrigado"". Quando sentei, meu marido sorriu para mim. Nós demos as mãos por um momento e, naquele momento, sabíamos que por causa da boa sorte que tinha sido dada. Eu não me virei no meu projeto. Meu professor disse: ""Eu posso?"" Ela começou a ler e foi quando eu soube que nós, como seres humanos, compartilhamos essa necessidade de curar pessoas e ser curados. Da minha própria maneira, eu tinha tocado as pessoas do McDonald's e todas as almas que ouviram a história na sala de aula. Mas, eu me formei com uma das maiores lições que eu aprenderia.",Como o professor pensou no projeto do autor?,D,"['Difícil de acreditar.', 'Interessante de ler.', 'Muito intrigante.', 'Muito satisfatório.']"
"Eu terminei recentemente meu diploma universitário. O último projeto foi chamado ""Smile"". A classe foi convidada a sair para sorrir para três pessoas e documentar suas reações. Sou uma pessoa muito amigável e sempre sorrio para todos e dizer olá de qualquer maneira. Então, eu pensei que isso seria um pedaço de bolo. Meu marido, filho mais novo e eu fomos para o McDonald. Estávamos na fila quando, de repente, todos ao nosso redor começaram a recuar. Como eu me virei, odor Odor corporal horrível e viu dois pobres sem-teto homens de pé atrás de mim. Enquanto eu olhava para o pequeno cavalheiro de olhos azuis mais próximo de mim, ele estava ""sorrindo"". O segundo homem cambaleou com as mãos enquanto ele estava atrás de seu amigo. A jovem senhora no balcão perguntou-lhe o que eles queriam. Ele disse: ""Café é tudo, senhorita"", porque isso era tudo o que eles podiam pagar. Então eu realmente senti isso - eu abracei o pequeno com os olhos azuis. Eu sorri e pedi mais duas refeições de café da manhã e as dei aos homens. O cavalheiro de olhos azuis olhou para mim, com lágrimas nos olhos, e disse: ""Obrigado"". Quando sentei, meu marido sorriu para mim. Nós demos as mãos por um momento e, naquele momento, sabíamos que por causa da boa sorte que tinha sido dada. Eu não me virei no meu projeto. Meu professor disse: ""Eu posso?"" Ela começou a ler e foi quando eu soube que nós, como seres humanos, compartilhamos essa necessidade de curar pessoas e ser curados. Da minha própria maneira, eu tinha tocado as pessoas do McDonald's e todas as almas que ouviram a história na sala de aula. Mas, eu me formei com uma das maiores lições que eu aprenderia.",O que o autor achou que ela aprendeu com a história?,B,"['Um amigo em necessidade é realmente um amigo.', 'Ajudar os outros pode trazer prazer a muitas pessoas.', 'Nada é difícil para um coração disposto.', 'Não julgue as pessoas de acordo com sua aparência.']"
